509.0,500.0,462.0,545.0,436.0,543.0,510.0
498.0,515.0,551.0,674.0,468.0,627.0,594.0
562.0,500.0,542.0,676.0,494.0,598.0,503.0
573.0,497.0,522.0,673.0,459.0,600.0,534.0
586.0,560.0,589.0,680.0,449.0,589.0,557.0
614.0,560.0,606.0,686.0,560.0,626.0,567.0
624.0,570.0,598.0,678.0,565.0,658.0,560.0
630.0,606.0,610.0,651.0,610.0,660.0,568.0
618.0,666.0,632.0,660.0,700.0,660.0,580.0
620.0,670.0,660.0,660.0,700.0,660.0,588.0
630.0,670.0,660.0,648.0,700.0,690.0,620.0
651.0,670.0,660.0,660.0,700.0,700.0,620.0
630.0,670.0,660.0,678.0,700.0,700.0,620.0
630.0,670.0,660.0,699.0,700.0,690.0,620.0
630.0,676.0,660.0,692.0,700.0,700.0,620.0
640.0,680.0,694.0,700.0,700.0,700.0,650.0
640.0,680.0,710.0,701.0,700.0,700.0,670.0
639.0,680.0,719.0,700.0,700.0,700.0,670.0
640.0,680.0,720.0,688.0,700.0,700.0,670.0
640.0,692.0,720.0,670.0,700.0,700.0,670.0
640.0,710.0,720.0,670.0,700.0,700.0,672.0
640.0,710.0,720.0,670.0,700.0,700.0,680.0
660.0,710.0,720.0,670.0,700.0,700.0,680.0
660.0,710.0,720.0,670.0,700.0,712.0,716.0
660.0,710.0,720.0,682.0,700.0,720.0,720.0
710.0,710.0,720.0,700.0,700.0,720.0,720.0
705.0,710.0,720.0,700.0,700.0,720.0,720.0
700.0,710.0,720.0,700.0,700.0,720.0,720.0
700.0,710.0,720.0,700.0,700.0,716.0,706.0
690.0,710.0,720.0,700.0,700.0,706.0,708.0
694.0,710.0,720.0,700.0,700.0,712.0,714.0
684.0,710.0,720.0,700.0,700.0,720.0,704.0
680.0,710.0,720.0,700.0,700.0,720.0,706.0
700.0,710.0,720.0,700.0,700.0,720.0,710.0
705.0,710.0,720.0,700.0,700.0,720.0,714.0
710.0,710.0,720.0,700.0,700.0,720.0,706.0
710.0,710.0,720.0,700.0,700.0,720.0,710.0
710.0,710.0,720.0,710.0,700.0,720.0,712.0
710.0,710.0,720.0,700.0,700.0,720.0,712.0
710.0,710.0,720.0,700.0,700.0,720.0,714.0
710.0,710.0,720.0,700.0,700.0,720.0,708.0
710.0,710.0,720.0,700.0,700.0,720.0,710.0
710.0,710.0,720.0,702.0,700.0,720.0,710.0
710.0,710.0,720.0,713.0,700.0,720.0,712.0
710.0,710.0,720.0,720.0,700.0,720.0,712.0
710.0,710.0,720.0,720.0,700.0,720.0,706.0
710.0,710.0,720.0,720.0,700.0,720.0,712.0
710.0,710.0,720.0,720.0,700.0,720.0,710.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
710.0,710.0,720.0,720.0,700.0,720.0,700.0
715.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,700.0
720.0,710.0,720.0,720.0,700.0,720.0,708.0
720.0,710.0,720.0,720.0,700.0,720.0,708.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
711.0,710.0,720.0,720.0,700.0,720.0,718.0
710.0,710.0,720.0,720.0,700.0,720.0,716.0
710.0,710.0,720.0,720.0,700.0,720.0,720.0
710.0,710.0,720.0,720.0,700.0,720.0,720.0
712.0,710.0,720.0,720.0,700.0,720.0,720.0
715.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
714.0,710.0,720.0,720.0,700.0,720.0,720.0
710.0,710.0,720.0,720.0,700.0,720.0,720.0
710.0,710.0,720.0,720.0,700.0,720.0,720.0
710.0,710.0,720.0,720.0,700.0,720.0,720.0
716.0,710.0,720.0,720.0,700.0,720.0,720.0
715.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,700.0,720.0,720.0
720.0,710.0,720.0,720.0,704.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
720.0,710.0,720.0,720.0,720.0,720.0,720.0
